# Copyright (c) PRO-Robotech
# SPDX-License-Identifier: BUSL-1.1
#
# known-inert.tsv — ОТСЛЕЖИВАЕМЫЙ перечень директив `#nosec`, которые сегодня не
# подавляют ничего.
#
# ЭТО ДОЛГ, А НЕ ОПРАВДАНИЕ. Каждая строка ниже означает: по этой координате
# правило gosec НЕ СРАБАТЫВАЕТ, значит директива ничего не гасит — и при этом
# читается как «здесь посмотрели и решили, что срабатывание ложно». Правильный
# исход для такой директивы один: удалить её. Перечень существует ровно затем,
# чтобы гейт заработал на ВСЕХ НОВЫХ директивах в тот же день, когда заводится,
# а не ждал, пока кто-то вычистит накопленное.
#
# ── ФОРМА ЗАПИСИ: путь <TAB> правила <TAB> ТОЧНОЕ число <TAB> причина ────────
#
# 1. Путь — файл, а не образец. Образец накрыл бы и то, чего в нём ещё нет:
#    новая инертная директива унаследовала бы чужое послабление по совпадению
#    пути, вместо того чтобы потребовать решения.
# 2. Правила — набор ИМЕННО ЭТОЙ директивы, отсортированный и склеенный запятой
#    (`G304`, `G304,G703`, `*`). Директива подавляет свой набор целиком, поэтому
#    и ключуется он целиком.
# 3. Число — ТОЧНОЕ, а не потолок. Потолок не краснеет на сокращении долга и
#    потому не истекает никогда: вычистили две директивы из трёх — и запись
#    продолжает прощать три, молча накрывая следующую. Гейт требует равенства в
#    ОБЕ стороны.
# 4. Причина — ПРОЗА, а не номер задачи. Подавление бывает принятым решением, а
#    бывает проглоченным отказом, и машинно эти два случая неразличимы: различие
#    обязан написать человек. Гейт, требующий номер, краснел бы на верном коде —
#    и его отключили бы первым.
#
# ── ЧЕМ ЭТОТ ФАЙЛ ДЕРЖИТСЯ ──────────────────────────────────────────────────
# tools/gosecsubject — гейт «у подавления обязан быть предмет». Он читает
# перепись подавлений, которую сканер печатает о себе сам (`-track-suppressions`),
# и требует по каждой записи ниже, чтобы её предмет был на месте. Запись, которой
# больше нечего исключать, — НАХОДКА: именно так этот перечень истекает сам, а не
# переживает свою починку. Зовётся из .github/workflows/security-scan.yml.
#
# ── ЗАМЕР, С КОТОРОГО ПЕРЕЧЕНЬ ЗАВЕДЁН (2026-09-06, пин gosec v2.28.0) ───────
# Директив в дереве 453. Из них 270 стоят в файлах, которых сканер не читает
# вовсе (флага `-tests` у скана нет намеренно) — они не судятся. Из 183 судимых
# у 150 предмет живой, у 33 его нет; они и перечислены ниже 19 строками.
#
# Правильный способ сократить этот перечень — удалять директивы, а не строки
# здесь: удалённая директива уносит свою строку с собой, и гейт этого потребует.
internal/repohygiene/clientdocscontractdrift.go	G304	2	заведена вместе с гейтом: G304 по этим координатам не срабатывает — путь собирается обходом собственного дерева; снятие директив идёт отдельной работой
internal/repohygiene/clientdocsexamplefields.go	G304	1	заведена вместе с гейтом: G304 по этой координате не срабатывает; снятие директивы идёт отдельной работой
internal/repohygiene/clientdocsfieldcoverage.go	G304	1	заведена вместе с гейтом: G304 по этой координате не срабатывает; снятие директивы идёт отдельной работой
internal/repohygiene/manifestkeydenial.go	G304	2	заведена вместе с гейтом: G304 по этим координатам не срабатывает; снятие директив идёт отдельной работой
internal/repohygiene/operatormessagepath.go	G304,G703	1	заведена вместе с гейтом: ни G304, ни G703 по этой координате не срабатывают; снятие директивы идёт отдельной работой
pkg/subjectchange/positionlost.go	G101	1	заведена вместе с гейтом: G101 по этому литералу не срабатывает — эвристика перестала принимать машинный признак полосы отказа за секрет; снятие директивы идёт отдельной работой
services/compute/internal/handler/instance_handler.go	G115	4	заведена вместе с гейтом: G115 по этим координатам не срабатывает — анализатор сам признаёт конверсию зеркальных enum безопасной; снятие директив идёт отдельной работой
services/compute/internal/handler/placement_group_handler.go	G115	2	заведена вместе с гейтом: G115 по этим координатам не срабатывает; снятие директив идёт отдельной работой
services/compute/internal/protoconv/protoconv.go	G115	8	заведена вместе с гейтом: G115 по этим координатам не срабатывает — анализатор сам признаёт конверсию зеркальных enum безопасной; снятие директив идёт отдельной работой
services/iam/internal/apps/kaname/api/sa_keys/usecases.go	G118	1	заведена вместе с гейтом: G118 по этой координате не срабатывает; снятие директивы идёт отдельной работой
services/iam/internal/apps/kaname/api/user_tokens/usecases.go	G118	1	заведена вместе с гейтом: G118 по этой координате не срабатывает; снятие директивы идёт отдельной работой
services/iam/internal/apps/kaname/seed/bootstrap_admin.go	G115	1	заведена вместе с гейтом: G115 по этой координате не срабатывает — анализатор сам видит границы индекса цикла; снятие директивы идёт отдельной работой
services/iam/internal/domain/ids_extended.go	G115	1	заведена вместе с гейтом: G115 по этой координате не срабатывает — анализатор сам видит границы индекса цикла; снятие директивы идёт отдельной работой
services/iam/internal/repo/kaname/pg/access_binding_repo.go	G115	1	заведена вместе с гейтом: G115 по этой координате не срабатывает — анализатор сам видит границы индекса цикла; снятие директивы идёт отдельной работой
services/iam/internal/repo/kaname/pg/basic_credential_repo.go	G101	2	заведена вместе с гейтом: G101 по этим координатам не срабатывает — эвристика перестала принимать имя колонки в тексте запроса за учётные данные; снятие директив идёт отдельной работой
